"ID","INDEX","SCHOOL ID","NCES SCHOOL ID","SCHOOL NAME","DISTRICT NAME","FULL SCHOOL NAME","DISTRICT ID","PHONE","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","WHETHER A CHARTER SCHOOL","TOTAL STUDENTS, ALL GRADES (INCLUDES AE)","COUNTY NAME","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","CLASSROOM TEACHERS","TITLE I ELIGIBLE SCHOOL","SOURCE","SORT","DATA SOURCE IMPORT DATE","ACCOUNT NAME","DATA SOURCE","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","STREET","CITY","STATE","POSTALCODE","DATA SOURCE ID","TEMPORARY NAME","STATUS"
"001VA000004IR5SYAW","472","8139","1.20018E+11","","Broward County Public Schools","Renaissance Charter School At Cooper City","1200180","(954)668-2500","2800 North Palm Ave","Cooper City","FL","33026","K","8","Yes","1191","Broward County","8","38","632","153","309","1","50","72","FALSE","Public File","3","04.20.2023","Renaissance Charter School At Cooper City - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2800 North Palm Ave","Cooper City","FL","33026","8139","Renaissance Charter School At Cooper City","Item Created"
"001VA000004IR5TYAW","471","8128","1.20018E+11","","Broward County Public Schools","Franklin Academy Cooper City","1200180","(954)780-5533","6301 Flamingo Rd","Cooper City","FL","33330","K","8","Yes","860","Broward County","3","34","459","141","202","0","21","50","FALSE","Public File","3","04.20.2023","Franklin Academy Cooper City - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","6301 Flamingo Rd","Cooper City","FL","33330","8128","Franklin Academy Cooper City","Item Created"
"001VA000004IR5UYAW","470","8118","1.20018E+11","","Broward County Public Schools","West Broward Academy","1200180","(754)702-2320","5281 Coconut Creek Pkwy","Margate","FL","33063","K","8","Yes","30","Broward County","0","0","19","9","2","0","0","2","FALSE","Public File","3","04.20.2023","West Broward Academy - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5281 Coconut Creek Pkwy","Margate","FL","33063","8118","West Broward Academy","Item Created"
"001VA000004IR5VYAW","469","8116","1.20018E+11","","Broward County Public Schools","Franklin Academy F","1200180","(954)315-0770","5000 Sw 207Th Terrace","Pembroke Pines","FL","33332","K","8","Yes","462","Broward County","3","24","233","80","104","1","17","29","FALSE","Public File","3","04.20.2023","Franklin Academy F - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5000 Sw 207Th Terrace","Pembroke Pines","FL","33332","8116","Franklin Academy F","Item Created"
"001VA000004IR5WYAW","468","8102","1.20018E+11","","Broward County Public Schools","Somerset Miramar South K-5 School","1200180","(305)829-2406","12425 Sw 53Rd St","Miramar","FL","33027","K","5","Yes","128","Broward County","0","11","69","36","10","1","1","8","TRUE","Public File","3","04.20.2023","Somerset Miramar South K-5 School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","12425 Sw 53Rd St","Miramar","FL","33027","8102","Somerset Miramar South K-5 School","Item Created"
"001VA000004IR5XYAW","467","8090","1.20018E+11","","Broward County Public Schools","Imagine School South Campus","1200180","(954)358-4200","8200 Peters Rd","Plantation","FL","33324","K","8","Yes","352","Broward County","1","13","122","24","183","1","8","23","FALSE","Public File","3","04.20.2023","Imagine School South Campus - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8200 Peters Rd","Plantation","FL","33324","8090","Imagine School South Campus","Item Created"
"001VA000004IR5YYAW","466","8073","1.20018E+11","","Broward County Public Schools","Renaissance Charter School At University","1200180","(954)414-0996","8399 N University Dr","Tamarac","FL","33321","K","8","Yes","1394","Broward County","18","37","496","553","248","7","35","72","TRUE","Public File","3","04.20.2023","Renaissance Charter School At University - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8399 N University Dr","Tamarac","FL","33321","8073","Renaissance Charter School At University","Item Created"
"001VA000004IR5ZYAW","465","7977","1.20018E+11","","Broward County Public Schools","Florida Intercultural Academy K-8 West","1200180","(954)362-3415","3367 N University Dr","Hollywood","FL","33024","K","8","Yes","614","Broward County","4","16","418","96","69","2","9","31","TRUE","Public File","3","04.20.2023","Florida Intercultural Academy K-8 West - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3367 N University Dr","Hollywood","FL","33024","7977","Florida Intercultural Academy K-8 West","Item Created"
"001VA000004IR5aYAG","464","7917","1.20018E+11","","Broward County Public Schools","Sunrise High School","1200180","(954)446-9234","424 W Sunrise Blvd","Ft Lauderdale","FL","33311","9","12","Yes","309","Broward County","2","1","41","246","15","0","4","7","FALSE","Public File","3","04.20.2023","Sunrise High School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","424 W Sunrise Blvd","Ft Lauderdale","FL","33311","7917","Sunrise High School","Item Created"
"001VA000004IR5bYAG","463","7912","1.20018E+11","","Broward County Public Schools","Somerset Preparatory Academy Charter High At North Lauderdal","1200180","(954)718-5065","7101 Kimberly Blvd","North Lauderdale","FL","33068","9","12","Yes","214","Broward County","0","4","49","145","11","0","5","11","TRUE","Public File","3","04.20.2023","Somerset Preparatory Academy Charter High At North Lauderdal - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","7101 Kimberly Blvd","North Lauderdale","FL","33068","7912","Somerset Preparatory Academy Charter High At North Lauderdal","Item Created"
"001VA000004IR5cYAG","462","7904","1.20018E+11","","Broward County Public Schools","Andrews High School","1200180","(954)944-4123","3500 N Andrews Avenue Ext","Pompano Beach","FL","33064","9","12","Yes","253","Broward County","0","1","57","147","45","0","3","11","FALSE","Public File","3","04.20.2023","Andrews High School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3500 N Andrews Avenue Ext","Pompano Beach","FL","33064","7904","Andrews High School","Item Created"
"001VA000004IR5dYAG","461","7900","1.20018E+11","","Broward County Public Schools","Franklin Academy Sunrise","1200180","(754)206-0850","4500 Nw 103 Ave","Sunrise","FL","33351","K","8","Yes","1109","Broward County","1","40","414","347","259","2","46","72","FALSE","Public File","3","04.20.2023","Franklin Academy Sunrise - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4500 Nw 103 Ave","Sunrise","FL","33351","7900","Franklin Academy Sunrise","Item Created"
"001VA000004IR5eYAG","460","7893","1.20018E+11","","Broward County Public Schools","Somerset Pines Academy","1200180","(954)786-5980","901 Ne 33Rd St","Pompano Beach","FL","33064","K","8","Yes","514","Broward County","1","5","143","166","182","0","17","30","TRUE","Public File","3","04.20.2023","Somerset Pines Academy - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","901 Ne 33Rd St","Pompano Beach","FL","33064","7893","Somerset Pines Academy","Item Created"
"001VA000004IR5fYAG","485","8386","1.20018E+11","","Broward County Public Schools","Suned High School Of North Broward","1200180","(954)246-4004","1117 Banks Rd","Margate","FL","33063","9","12","Yes","267","Broward County","2","3","59","156","39","2","6","9","FALSE","Public File","3","04.20.2023","Suned High School Of North Broward - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1117 Banks Rd","Margate","FL","33063","8386","Suned High School Of North Broward","Item Created"
"001VA000004IR5gYAG","571","334","1.2003E+11","","Clay County District Schools","Wilkinson Junior High School","1200300","(904)336-6175","5025 County Road 218","Middleburg","FL","32068","7","8","No","741","Clay County","3","2","49","45","616","0","26","46","TRUE","Public File","3","04.20.2023","Wilkinson Junior High School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5025 County Road 218","Middleburg","FL","32068","334","Wilkinson Junior High School","Item Created"
"001VA000004IR5hYAG","486","8405","1.20018E+11","","Broward County Public Schools","Avant Garde Academy K-8 Broward","1200180","(754)816-6153","2025 McKinley Ave.","Hollywood","FL","33172","K","8","Yes","943","Broward County","1","13","355","123","420","2","29","5","TRUE","Public File","3","04.20.2023","Avant Garde Academy K-8 Broward - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2025 McKinley Ave.","Hollywood","FL","33172","8405","Avant Garde Academy K-8 Broward","Item Created"
"001VA000004IR5iYAG","488","8422","1.20018E+11","","Broward County Public Schools","Renaissance Charter Middle School At Pines","1200180","(954)862-1283","10501 Pines Blvd","Pembroke Pines","FL","33026","K","8","Yes","360","Broward County","0","12","158","161","24","0","5","23","TRUE","Public File","3","04.20.2023","Renaissance Charter Middle School At Pines - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","10501 Pines Blvd","Pembroke Pines","FL","33026","8422","Renaissance Charter Middle School At Pines","Item Created"
"001VA000004IR5jYAG","513","302","1.20024E+11","","Charlotte County Public Schools","Punta Gorda Middle School","1200240","(941)575-5485","1001 Education Ave","Punta Gorda","FL","33950","6","8","No","1165","Charlotte County","3","18","147","94","847","1","55","59","TRUE","Public File","3","04.20.2023","Punta Gorda Middle School - Charlotte County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1001 Education Ave","Punta Gorda","FL","33950","302","Punta Gorda Middle School","Item Created"
"001VA000004IR5kYAG","511","300","1.20024E+11","","Charlotte County Public Schools","East Elementary School","1200240","(941)575-5475","27050 Fairway Dr","Punta Gorda","FL","33982","PK","5","No","718","Charlotte County","4","14","53","16","608","2","21","45","TRUE","Public File","3","04.20.2023","East Elementary School - Charlotte County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","27050 Fairway Dr","Punta Gorda","FL","33982","300","East Elementary School","Item Created"
"001VA000004IR5lYAG","770","466","1.20039E+11","","Miami-Dade County Public Schools","Miami Springs Elementary School","1200390","(305)888-4558","51 Park St","Miami Springs","FL","33166","PK","5","No","418","Miami-Dade County","0","2","376","13","27","0","0","31","TRUE","Public File","3","04.20.2023","Miami Springs Elementary School - Miami-Dade County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","51 Park St","Miami Springs","FL","33166","466","Miami Springs Elementary School","Item Created"
"001VA000004IR5mYAG","714","402","1.20039E+11","","Miami-Dade County Public Schools","Crestview Elementary School","1200390","(305)624-1495","2201 Nw 187Th St","Opa Locka","FL","33056","PK","5","No","423","Miami-Dade County","0","0","22","399","1","0","1","28","TRUE","Public File","3","04.20.2023","Crestview Elementary School - Miami-Dade County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2201 Nw 187Th St","Opa Locka","FL","33056","402","Crestview Elementary School","Item Created"
"001VA000004IR5nYAG","772","468","1.20039E+11","","Miami-Dade County Public Schools","Morningside K-8 Academy","1200390","(305)758-6741","6620 Ne 5Th Ave","Miami","FL","33138","PK","8","No","509","Miami-Dade County","0","3","124","351","17","0","14","38","TRUE","Public File","3","04.20.2023","Morningside K-8 Academy - Miami-Dade County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","6620 Ne 5Th Ave","Miami","FL","33138","468","Morningside K-8 Academy","Item Created"
"001VA000004IR5oYAG","476","8164","1.20018E+11","","Broward County Public Schools","Everest Charter School","1200180","(954)532-3015","10054 W Mcnab Rd","Tamarac","FL","33321","K","8","Yes","70","Broward County","0","1","36","16","14","0","3","8","FALSE","Public File","3","04.20.2023","Everest Charter School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","10054 W Mcnab Rd","Tamarac","FL","33321","8164","Everest Charter School","Item Created"
"001VA000004IR5pYAG","561","323","1.2003E+11","","Clay County District Schools","Orange Park High School","1200300","(904)336-8675","2300 Kingsley Ave","Orange Park","FL","32073","9","12","No","1577","Clay County","7","39","220","351","852","2","106","94","TRUE","Public File","3","04.20.2023","Orange Park High School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2300 Kingsley Ave","Orange Park","FL","32073","323","Orange Park High School","Item Created"
"001VA000004IR5qYAG","477","8190","1.20018E+11","","Broward County Public Schools","Somerset Academy Hollywood","1200180","(954)255-9740","2251 Riverside Drive","Coral Springs","FL","33065","K","5","Yes","15","Broward County","0","0","12","2","0","0","1","-1","TRUE","Public File","3","04.20.2023","Somerset Academy Hollywood - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2251 Riverside Drive","Coral Springs","FL","33065","8190","Somerset Academy Hollywood","Item Created"
"001VA000004IR5rYAG","479","8237","1.20018E+11","","Broward County Public Schools","South Broward Montessori Charter School","1200180","(954)251-1443","520 Nw 5Th St","Hallandale Beach","FL","33009","K","5","Yes","130","Broward County","0","2","68","43","17","0","0","9","FALSE","Public File","3","04.20.2023","South Broward Montessori Charter School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","520 Nw 5Th St","Hallandale Beach","FL","33009","8237","South Broward Montessori Charter School","Item Created"
"001VA000004IR5sYAG","504","294","1.20021E+11","","Calhoun County School District","Blountstown Elementary School","1200210","(850)674-8169","20883 Ne Fuller Warren Dr","Blountstown","FL","32424","PK","5","No","617","Calhoun County","2","6","50","106","408","1","44","40","TRUE","Public File","3","04.20.2023","Blountstown Elementary School - Calhoun County School District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","20883 Ne Fuller Warren Dr","Blountstown","FL","32424","294","Blountstown Elementary School","Item Created"
"001VA000004IbzhYAC","503","293","1.20021E+11","","Calhoun County School District","Altha Public School","1200210","(850)762-3121","25820 Ne Fuqua Circle","Altha","FL","32421","PK","12","No","609","Calhoun County","6","0","39","1","540","0","23","43","TRUE","Public File","3","04.20.2023","Altha Public School - Calhoun County School District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","25820 Ne Fuqua Circle","Altha","FL","32421","293","Altha Public School","Item Created"
"001VA000004IbziYAC","502","292","1.20021E+11","","Calhoun County School District","Carr Elementary & Middle School","1200210","(850)674-5395","18987 Nw Sr 73","Clarksville","FL","32430","PK","8","No","261","Calhoun County","1","1","7","0","238","0","14","20","TRUE","Public File","3","04.20.2023","Carr Elementary & Middle School - Calhoun County School District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","18987 Nw Sr 73","Clarksville","FL","32430","292","Carr Elementary & Middle School","Item Created"
"001VA000004IbzjYAC","501","290","1.20021E+11","","Calhoun County School District","Blountstown High School","1200210","(850)674-5724","18597 Ne Sr 69","Blountstown","FL","32424","6","12","No","423","Calhoun County","2","0","24","70","309","0","18","28","TRUE","Public File","3","04.20.2023","Blountstown High School - Calhoun County School District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","18597 Ne Sr 69","Blountstown","FL","32424","290","Blountstown High School","Item Created"
"001VA000004IbzkYAC","500","8890","1.20018E+11","","Broward County Public Schools","Sunfire High School Of Ft Lauderdale","1200180","(954) 678-3939","2360 West Oakland Park Blvd.","Oakland Park","FL","33319","9","12","Yes","31","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Sunfire High School Of Ft Lauderdale - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2360 West Oakland Park Blvd.","Oakland Park","FL","33319","8890","Sunfire High School Of Ft Lauderdale","Item Created"
"001VA000004IbzlYAC","499","8889","1.20018E+11","","Broward County Public Schools","Somerset Parkland Academy","1200180","(954) 718-3391","8401 Universtiy Dr","Parkland","FL","33076","K","8","Yes","534","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Somerset Parkland Academy - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8401 Universtiy Dr","Parkland","FL","33076","8889","Somerset Parkland Academy","Item Created"
"001VA000004IbzmYAC","498","8888","1.20018E+11","","Broward County Public Schools","Bridgeprep Academy Of Broward K-8","1200180","(954) 362-8268","1400 N. 46 Avenue","Hollywood","FL","33021","K","8","Yes","22","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Bridgeprep Academy Of Broward K-8 - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1400 N. 46 Avenue","Hollywood","FL","33021","8888","Bridgeprep Academy Of Broward K-8","Item Created"
"001VA000004IbznYAC","497","8753","1.20018E+11","","Broward County Public Schools","Summit Academy Charter School","1200180","(954) 603-3303","11421 Nw 56Th Dr","Coral Springs","FL","33076","K","8","Yes","466","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Summit Academy Charter School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","11421 Nw 56Th Dr","Coral Springs","FL","33076","8753","Summit Academy Charter School","Item Created"
"001VA000004IbzoYAC","496","8639","1.20018E+11","","Broward County Public Schools","Gulfstream Early Childhood Center Of Excellence","1200180","(754)323-4700","120 SW 4TH AVE","HALLANDALE BEACH","FL","33009","PK","PK","No","236","Broward County","0","0","0","0","0","0","","","FALSE","Public File","3","04.20.2023","Gulfstream Early Childhood Center Of Excellence - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","120 SW 4TH AVE","HALLANDALE BEACH","FL","33009","8639","Gulfstream Early Childhood Center Of Excellence","Item Created"
"001VA000004IbzpYAC","495","8628","1.20018E+11","","Broward County Public Schools","Championship Academy Of Distinction West Broward","1200180","(954)514-7323","7100 W OAKLAND PARK BLVD","SUNRISE","FL","33313","K","8","Yes","495","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Championship Academy Of Distinction West Broward - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","7100 W OAKLAND PARK BLVD","SUNRISE","FL","33313","8628","Championship Academy Of Distinction West Broward","Item Created"
"001VA000004IbzqYAC","494","8546","1.20018E+11","","Broward County Public Schools","Somerset Academy Key Charter High School","1200180","(954)481-0602","959 Se 6Th Ave","Deerfield Beach","FL","33441","9","12","Yes","495","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Somerset Academy Key Charter High School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","959 Se 6Th Ave","Deerfield Beach","FL","33441","8546","Somerset Academy Key Charter High School","Item Created"
"001VA000004IbzrYAC","493","8534","1.20018E+11","","Broward County Public Schools","Academic Solutions Academy A","1200180","(954)572-6600","2000 W Commercial Blvd","Ste 100","FL","33309","9","12","Yes","495","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Academic Solutions Academy A - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2000 W Commercial Blvd","Ste 100","FL","33309","8534","Academic Solutions Academy A","Item Created"
"001VA000004IbzsYAC","492","8531","1.20018E+11","","Broward County Public Schools","Championship Academy Of Distinction High School","1200180","(954) 249-9525","3020 Nw 33rd Avenue","Lauderdale Lakes","FL","33311","9","12","Yes","495","Broward County","","","","","","","","","FALSE","Public File","3","04.20.2023","Championship Academy Of Distinction High School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3020 Nw 33rd Avenue","Lauderdale Lakes","FL","33311","8531","Championship Academy Of Distinction High School","Item Created"
"001VA000004IbztYAC","491","8492","1.20018E+11","","Broward County Public Schools","Hospital Homebound Services","1200180","(754)321-3453","1701 Nw 23 Ave","Ft. Lauderdale","FL","33311","PK","12","No","57","Broward County","0","3","24","9","20","0","1","-1","FALSE","Public File","3","04.20.2023","Hospital Homebound Services - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1701 Nw 23 Ave","Ft. Lauderdale","FL","33311","8492","Hospital Homebound Services","Item Created"
"001VA000004IbzuYAC","490","8489","1.20018E+11","","Broward County Public Schools","Innovation Charter School","1200180","(954)715-1777","600 Sw 3Rd St","Pompano Beach","FL","33060","K","5","Yes","242","Broward County","0","4","104","102","30","0","2","18","TRUE","Public File","3","04.20.2023","Innovation Charter School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","600 Sw 3Rd St","Pompano Beach","FL","33060","8489","Innovation Charter School","Item Created"
"001VA000004IbzvYAC","489","8473","1.20018E+11","","Broward County Public Schools","Ascend Career Academy","1200180","(954)978-4555","5251 Coconut Creek Pkwy","Margate","FL","33063","9","12","Yes","46","Broward County","0","0","11","22","10","0","3","-1","FALSE","Public File","3","04.20.2023","Ascend Career Academy - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5251 Coconut Creek Pkwy","Margate","FL","33063","8473","Ascend Career Academy","Item Created"
"001VA000004IbzwYAC","487","8414","1.20018E+11","","Broward County Public Schools","New Life Charter Academy","1200180","(954)381-5199","3260 Stirling Rd","Hollywood","FL","33021","K","5","Yes","102","Broward County","0","3","35","54","10","0","0","4","TRUE","Public File","3","04.20.2023","New Life Charter Academy - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3260 Stirling Rd","Hollywood","FL","33021","8414","New Life Charter Academy","Item Created"
"001VA000004IbzxYAC","572","335","1.2003E+11","","Clay County District Schools","Montclair Elementary School","1200300","(904)336-1975","2398 Moody Ave","Orange Park","FL","32073","PK","6","No","498","Clay County","1","11","72","84","283","0","47","34","TRUE","Public File","3","04.20.2023","Montclair Elementary School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2398 Moody Ave","Orange Park","FL","32073","335","Montclair Elementary School","Item Created"
"001VA000004IbzyYAC","573","2053","1.2003E+11","","Clay County District Schools","Middleburg High School","1200300","(904)336-8075","3750 County Road 220","Middleburg","FL","32068","9","12","No","1716","Clay County","5","10","106","85","1461","3","46","105","TRUE","Public File","3","04.20.2023","Middleburg High School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3750 County Road 220","Middleburg","FL","32068","2053","Middleburg High School","Item Created"
"001VA000004IbzzYAC","574","2092","1.2003E+11","","Clay County District Schools","Tynes Elementary School","1200300","(904)336-3850","1550 Tynes Blvd","Middleburg","FL","32068","PK","6","No","869","Clay County","1","16","90","139","570","7","46","65","TRUE","Public File","3","04.20.2023","Tynes Elementary School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1550 Tynes Blvd","Middleburg","FL","32068","2092","Tynes Elementary School","Item Created"
"001VA000004Ic00YAC","657","7423","1.20033E+11","","Collier County Public Schools","Mike Davis Elementary School","1200330","(239)377-9000","3215 Magnolia Pond Dr","Naples","FL","34116","PK","5","No","726","Collier County","0","0","469","188","53","3","13","56","TRUE","Public File","3","04.20.2023","Mike Davis Elementary School - Collier County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3215 Magnolia Pond Dr","Naples","FL","34116","7423","Mike Davis Elementary School","Item Created"
"001VA000004Ic01YAC","509","298","1.20024E+11","","Charlotte County Public Schools","Lemon Bay High School","1200240","(941)629-4552","2201 Placida Rd","Englewood","FL","34224","9","12","No","1234","Charlotte County","1","19","82","13","1100","2","17","61","TRUE","Public File","3","04.20.2023","Lemon Bay High School - Charlotte County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2201 Placida Rd","Englewood","FL","34224","298","Lemon Bay High School","Item Created"
"001VA000004Ic02YAC","481","8326","1.20018E+11","","Broward County Public Schools","Broward Youth Treatment Center","1200180","(954)962-1088","8301 S Palm Dr","Pembroke Pines","FL","33025","6","12","No","22","Broward County","0","0","2","12","7","0","1","-1","FALSE","Public File","3","04.20.2023","Broward Youth Treatment Center - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8301 S Palm Dr","Pembroke Pines","FL","33025","8326","Broward Youth Treatment Center","Item Created"
"001VA000004Ic03YAC","510","299","1.20024E+11","","Charlotte County Public Schools","Baker/Head Start School","1200240","(941)575-5470","311 E Charlotte Ave","Punta Gorda","FL","33950","PK","PK","No","173","Charlotte County","0","0","37","44","85","0","7","5","FALSE","Public File","3","04.20.2023","Baker/Head Start School - Charlotte County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","311 E Charlotte Ave","Punta Gorda","FL","33950","299","Baker/Head Start School","Item Created"
"001VA000004Ic04YAC","512","301","1.20024E+11","","Charlotte County Public Schools","Neil Armstrong Elementary School","1200240","(941)255-7450","22100 Breezeswept Ave","Port Charlotte","FL","33952","PK","5","No","804","Charlotte County","2","11","200","74","459","3","55","56","TRUE","Public File","3","04.20.2023","Neil Armstrong Elementary School - Charlotte County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","22100 Breezeswept Ave","Port Charlotte","FL","33952","301","Neil Armstrong Elementary School","Item Created"
"001VA000004Ic05YAC","478","8232","1.20018E+11","","Broward County Public Schools","Somerset Academy Pompano Middle 6-8","1200180","(954)481-0602","1101 NW 33rd Street","Pompano Beach","FL","33064","6","8","Yes","18","Broward County","0","0","5","9","3","0","1","1","TRUE","Public File","3","04.20.2023","Somerset Academy Pompano Middle 6-8 - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1101 NW 33rd Street","Pompano Beach","FL","33064","8232","Somerset Academy Pompano Middle 6-8","Item Created"
"001VA000004Ic06YAC","562","325","1.2003E+11","","Clay County District Schools","Doctors Inlet Elementary School","1200300","(904)336-0975","2634 County Road 220","Middleburg","FL","32068","PK","6","No","732","Clay County","0","17","84","93","496","0","42","50","TRUE","Public File","3","04.20.2023","Doctors Inlet Elementary School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2634 County Road 220","Middleburg","FL","32068","325","Doctors Inlet Elementary School","Item Created"
"001VA000004Ic07YAC","563","326","1.2003E+11","","Clay County District Schools","Middleburg Elementary School","1200300","(904)336-1875","3958 Main St","Middleburg","FL","32068","PK","6","No","587","Clay County","3","8","29","18","509","0","20","43","TRUE","Public File","3","04.20.2023","Middleburg Elementary School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3958 Main St","Middleburg","FL","32068","326","Middleburg Elementary School","Item Created"
"001VA000004Ic08YAC","564","327","1.2003E+11","","Clay County District Schools","Keystone Heights Elementary School","1200300","(904)336-1375","335 Sw Pecan St","Keystone Heights","FL","32656","PK","6","No","860","Clay County","1","6","40","33","762","0","18","60","TRUE","Public File","3","04.20.2023","Keystone Heights Elementary School - Clay County District Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","335 Sw Pecan St","Keystone Heights","FL","32656","327","Keystone Heights Elementary School","Item Created"
