"ID","DISTRICT ID","FULL DISTRICT NAME","COUNTY NAME","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","PHONE","TOTAL NUMBER OF STUDENTS","TEACHERS - TOTAL","TOTAL CURRENT EXPENDITURES - INSTRUCTION","NUMBER OF SCHOOLS","INSTRUCTIONAL EXPENDITURES PER STUDENT","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","ENGLISH LANGUAGE LEARNER STUDENTS","SOURCE","SORT","DATA SOURCE IMPORT DATE","DATA_SOURCE__C","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","NCES_DISTRICT_ID__C","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","TEMPORARY DISTRICT NAME","STATUS"
"001VA000003o0lOYAQ","631530","Poway Unified School District","San Diego County","15250 Ave. Of Sci","San Diego","CA","92128","(858) 521-2800","36519","1501","190344000","38","5212","K","12","65","10107","5475","771","16736","136","3229","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","631530","15250 Ave. Of Sci","San Diego","CA","92128","Poway Unified School District (CA - San Diego County)","Item Created"
"001VA000003o0lPYAQ","1704710","Aurora West School District 129","Kane County","80 S River St","Aurora","IL","60506","(630) 301-5100","12315","808","108239000","18","8789","PK","12","33","385","7121","1439","3069","16","252","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1704710","80 S River St","Aurora","IL","60506","Aurora West School District 129 (IL - Kane County)","Item Created"
"001VA000003o0lQYAQ","4832090","Nacogdoches Independent School District","Nacogdoches County","420 S Shawnee St","Nacogdoches","TX","75961","(936) 569-5000","6315","440","29087000","12","4606","PK","12","8","82","2966","1895","1254","2","108","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4832090","420 S Shawnee St","Nacogdoches","TX","75961","Nacogdoches Independent School District (TX - Nacogdoches County)","Item Created"
"001VA000003o0lRYAQ","4210590","Garnet Valley School District","Delaware County","80 Station Road","Glen Mills","PA","19342","(610) 579-7300","4774","378","51476000","5","10782","K","12","15","759","121","104","3658","8","109","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4210590","80 Station Road","Glen Mills","PA","19342","Garnet Valley School District (PA - Delaware County)","Item Created"
"001VA000003o0lSYAQ","1724940","Mascoutah Community Unit District 19","St. Clair County","622 S Jefferson St","Mascoutah","IL","62258","(618) 566-7414","4003","261","22250000","5","5558","PK","12","19","73","254","439","2837","46","335","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1724940","622 S Jefferson St","Mascoutah","IL","62258","Mascoutah Community Unit District 19 (IL - St. Clair County)","Item Created"
"001VA000003o0lTYAQ","606390","Panama-Buena Vista Union School District","Kern County","4200 Ashe Rd.","Bakersfield","CA","93313","(661) 831-8331","18250","784","86414000","23","4735","K","8","61","1657","10545","1685","3706","106","490","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","606390","4200 Ashe Rd.","Bakersfield","CA","93313","Panama-Buena Vista Union School District (CA - Kern County)","Item Created"
"001VA000003o0lUYAQ","3403900","Deptford Township School District","Gloucester County","2022 Good Intent Road","Deptford","NJ","8096","(856) 232-2700","4419","330","37380000","9","8458","PK","12","3","279","537","1030","2547","9","14","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3403900","2022 Good Intent Road","Deptford","NJ","8096","Deptford Township School District (NJ - Gloucester County)","Item Created"
"001VA000003o0lVYAQ","1742180","Community Unit School District 200","Dupage County","130 W Park Ave","Wheaton","IL","60189","(630) 682-2000","12813","928","112089000","20","8748","PK","12","18","1000","2253","833","8125","14","570","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1742180","130 W Park Ave","Wheaton","IL","60189","Community Unit School District 200 (IL - Dupage County)","Item Created"
"001VA000003o0lWYAQ","4205550","Chambersburg Area School District","Franklin County","435 Stanley Ave","Chambersburg","PA","17201","(717) 263-9281","9320","563","61850000","16","6636","K","12","18","115","1860","748","5990","11","578","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4205550","435 Stanley Ave","Chambersburg","PA","17201","Chambersburg Area School District (PA - Franklin County)","Item Created"
"001VA000003o0lXYAQ","4213140","School District Of Lancaster","Lancaster County","251 S Prince St","Lancaster","PA","17603","(717) 291-6121","11210","855","102156000","19","9112","PK","12","11","511","6820","1881","1441","1","545","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4213140","251 S Prince St","Lancaster","PA","17603","School District Of Lancaster (PA - Lancaster County)","Item Created"
"001VA000003o0lYYAQ","2602820","Ann Arbor Public Schools","Washtenaw County","2555 S. State St","Ann Arbor","MI","48104","(734) 994-2230","17820","1256","118858000","31","6669","PK","12","43","2626","1515","2501","9205","6","1924","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2602820","2555 S. State St","Ann Arbor","MI","48104","Ann Arbor Public Schools (MI - Washtenaw County)","Item Created"
"001VA000003o0lZYAQ","2628740","Pontiac City School District","Oakland County","47200 Woodward Ave","Pontiac","MI","48342","(248) 451-6883","4242","219","26998000","8","6364","PK","12","11","152","1373","2217","334","4","151","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2628740","47200 Woodward Ave","Pontiac","MI","48342","Pontiac City School District (MI - Oakland County)","Item Created"
"001VA000003o0laYAA","4205490","Central York School District","York County","775 Marion Rd","York","PA","17406","(717) 846-6789","5747","375","39228000","7","6825","K","12","5","231","602","506","3923","3","477","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4205490","775 Marion Rd","York","PA","17406","Central York School District (PA - York County)","Item Created"
"001VA000003o0lbYAA","4830390","Mesquite Independent School District","Dallas County","3819 Towne Crossing Blvd.","Mesquite","TX","75149","(972) 288-6411","41022","2646","200600000","48","4890","PK","12","377","624","23200","10230","5768","35","788","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4830390","3819 Towne Crossing Blvd.","Mesquite","TX","75149","Mesquite Independent School District (TX - Dallas County)","Item Created"
"001VA000003o0lcYAA","606360","Buena Park Elementary School District","Orange County","6885 Orangethorpe Ave.","Buena Park","CA","90620","(714) 522-8412","4684","173","28940000","7","6178","K","8","12","939","3117","180","307","19","110","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","606360","6885 Orangethorpe Ave.","Buena Park","CA","90620","Buena Park Elementary School District (CA - Orange County)","Item Created"
"001VA000003o0ldYAA","1728620","Mclean County Unit School District 5","Mclean County","1809 Hovey Ave","Normal","IL","61761","(309) 557-4000","13346","981","89695000","24","6720","PK","12","38","1212","989","1629","8687","20","771","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1728620","1809 Hovey Ave","Normal","IL","61761","Mclean County Unit School District 5 (IL - Mclean County)","Item Created"
"001VA000003o0leYAA","608460","Chino Valley Unified School District","San Bernardino County","5130 Riverside Dr.","Chino","CA","91710","(909) 628-1201","28141","1130","142021000","35","5046","K","12","35","5716","15764","882","4812","67","865","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","608460","5130 Riverside Dr.","Chino","CA","91710","Chino Valley Unified School District (CA - San Bernardino County)","Item Created"
"001VA000003o0lfYAA","1811340","Tippecanoe School Corporation","Tippecanoe County","21 Elston Rd","Lafayette","IN","47909","(765) 474-2481","13240","826","56970000","19","4302","K","12","23","300","1825","717","9825","6","544","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1811340","21 Elston Rd","Lafayette","IN","47909","Tippecanoe School Corporation (IN - Tippecanoe County)","Item Created"
"001VA000003o0lgYAA","1808970","Plainfield Community School Corporation","Hendricks County","985 S Longfellow Dr","Plainfield","IN","46168","(317) 839-2578","5592","321","25760000","7","4606","PK","12","5","157","266","173","4764","2","225","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1808970","985 S Longfellow Dr","Plainfield","IN","46168","Plainfield Community School Corporation (IN - Hendricks County)","Item Created"
"001VA000003o0lhYAA","1704680","Aurora East School District 131","Kane County","417 5Th St","Aurora","IL","60505","(630) 299-5554","14061","830","81352000","20","5785","PK","12","52","87","12275","1079","386","7","175","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1704680","417 5Th St","Aurora","IL","60505","Aurora East School District 131 (IL - Kane County)","Item Created"
"001VA000003o0liYAA","609070","Coachella Valley Unified School District","Riverside County","87-225 Church St.","Thermal","CA","92274","(760) 399-5137","18372","780","113416000","23","6173","K","12","94","22","17938","34","155","1","128","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","609070","87-225 Church St.","Thermal","CA","92274","Coachella Valley Unified School District (CA - Riverside County)","Item Created"
"001VA000003o0ljYAA","1713710","School District U-46","Kane County","355 E Chicago St","Elgin","IL","60120","(847) 888-5000","38934","2425","259830000","57","6673","PK","12","353","3224","21071","2532","10358","45","1351","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1713710","355 E Chicago St","Elgin","IL","60120","School District U-46 (IL - Kane County)","Item Created"
"001VA000003o0lkYAA","616740","Hayward Unified School District","Alameda County","24411 Amador St.","Hayward","CA","94544","(510) 784-2600","22734","859","133934000","37","5891","K","12","70","3413","14588","1983","1208","716","756","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","616740","24411 Amador St.","Hayward","CA","94544","Hayward Unified School District (CA - Alameda County)","Item Created"
"001VA000003o0llYAA","4834440","Pearland Independent School District","Brazoria County","1928 N Main","Pearland","TX","77581","(281) 485-3203","21628","1300","85715000","25","3963","PK","12","85","2401","7268","3233","7900","24","717","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4834440","1928 N Main","Pearland","TX","77581","Pearland Independent School District (TX - Brazoria County)","Item Created"
"001VA000003o0lmYAA","4223640","Tredyffrin-Easttown School District","Chester County","940  West Valley Business Center","Wayne","PA","19087","(610) 240-1900","6900","463","57466000","8","8328","K","12","9","1541","205","189","4693","2","261","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4223640","940  West Valley Business Center","Wayne","PA","19087","Tredyffrin-Easttown School District (PA - Chester County)","Item Created"
"001VA000003o0lnYAA","2632310","Southfield Public School District","Oakland County","24661 Lahser Rd","Southfield","MI","48033","(248) 746-8500","6205","341","58224000","16","9383","PK","12","4","41","87","5838","167","7","61","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2632310","24661 Lahser Rd","Southfield","MI","48033","Southfield Public School District (MI - Oakland County)","Item Created"
"001VA000003o0loYAA","610620","Davis Joint Unified School District","Yolo County","526 B St.","Davis","CA","95616","(530) 757-5300","8630","387","50462000","17","5847","K","12","30","1515","1821","246","4436","25","557","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","610620","526 B St.","Davis","CA","95616","Davis Joint Unified School District (CA - Yolo County)","Item Created"
"001VA000003o0lpYAA","605580","Santa Maria-Bonita School District","Santa Barbara County","708 S. Miller St.","Santa Maria","CA","93454","(805) 928-1783","17122","729","81753000","20","4774","K","8","25","328","16141","68","495","4","61","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","605580","708 S. Miller St.","Santa Maria","CA","93454","Santa Maria-Bonita School District (CA - Santa Barbara County)","Item Created"
"001VA000003o0lqYAA","691026","Riverside County Office Of Education","Riverside County","3939 13Th St.","Riverside","CA","92502","(951) 826-6530","9384","112","90114000","9","9602","K","12","61","227","4578","583","3393","32","510","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","691026","3939 13Th St.","Riverside","CA","92502","Riverside County Office Of Education (CA - Riverside County)","Item Created"
"001VA000003o0lrYAA","5300003","Kelso School District","Cowlitz County","601 Crawford St","Kelso","WA","98626","(360) 501-1900","5156","259","27014000","13","5239","PK","12","58","48","886","19","3797","63","285","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5300003","601 Crawford St","Kelso","WA","98626","Kelso School District (WA - Cowlitz County)","Item Created"
"001VA000003o0lsYAA","4828920","Mansfield Independent School District","Tarrant County","605 E Broad St","Mansfield","TX","76063","(817) 299-6300","35054","2365","168032000","43","4793","PK","12","109","2512","8930","10405","11436","39","1623","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4828920","605 E Broad St","Mansfield","TX","76063","Mansfield Independent School District (TX - Tarrant County)","Item Created"
"001VA000003o0ltYAA","2621870","L'Anse Creuse Public Schools","Macomb County","24076 F.V. Pankow Blvd.","Clinton Township","MI","48036","(586) 783-6300","10491","532","68458000","19","6525","PK","12","19","127","403","1459","7834","9","640","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2621870","24076 F.V. Pankow Blvd.","Clinton Township","MI","48036","L'Anse Creuse Public Schools (MI - Macomb County)","Item Created"
"001VA000003o0luYAA","1710200","Cicero School District 99","Cook County","5110 W 24Th St","Cicero","IL","60804","(708) 863-4856","11874","665","71706000","15","6038","PK","8","368","12","10797","235","446","2","14","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1710200","5110 W 24Th St","Cicero","IL","60804","Cicero School District 99 (IL - Cook County)","Item Created"
"001VA000003o0lvYAA","1730420","Palatine Community Consolidated School District 15","Cook County","580 N 1St Bank Dr","Palatine","IL","60067","(847) 963-3000","12433","850","101642000","20","8175","PK","8","26","2319","4375","415","4925","14","359","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1730420","580 N 1St Bank Dr","Palatine","IL","60067","Palatine Community Consolidated School District 15 (IL - Cook County)","Item Created"
"001VA000003o0lwYAA","4844150","Victoria Independent School District","Victoria County","102 Profit Dr","Victoria","TX","77901","(361) 576-3131","14303","857","75096000","28","5250","PK","12","19","144","9325","965","3611","8","231","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4844150","102 Profit Dr","Victoria","TX","77901","Victoria Independent School District (TX - Victoria County)","Item Created"
"001VA000003o0lxYAA","600153","Alhambra Unified School District","Los Angeles County","1515 W. Mission Rd.","Alhambra","CA","91803","(626) 943-3000","16855","664","105206000","18","6241","K","12","27","9040","6843","113","367","18","447","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","600153","1515 W. Mission Rd.","Alhambra","CA","91803","Alhambra Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0lyYAA","5308040","Snoqualmie Valley School District","King County","8001 Silva Ave Se","Snoqualmie","WA","98065","(425) 831-8000","7156","366","32593000","12","4554","PK","12","33","430","560","47","5657","14","415","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5308040","8001 Silva Ave Se","Snoqualmie","WA","98065","Snoqualmie Valley School District (WA - King County)","Item Created"
"001VA000003o0lzYAA","1803450","Evansville Vanderburgh School Corporation","Vanderburgh County","951 Walnut St","Evansville","IN","47713","(812) 435-8453","22844","1439","130158000","37","5697","PK","12","51","336","1088","3196","15823","163","2187","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1803450","951 Walnut St","Evansville","IN","47713","Evansville Vanderburgh School Corporation (IN - Vanderburgh County)","Item Created"
"001VA000003o0m0YAA","2630390","Saginaw Public Schools","Saginaw County","550 Millard St","Saginaw","MI","48607","(989) 399-6500","5742","359","44100000","17","7680","PK","12","13","119","714","3615","1163","50","68","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2630390","550 Millard St","Saginaw","MI","48607","Saginaw Public Schools (MI - Saginaw County)","Item Created"
"001VA000003o0m1YAA","4829670","Mcallen Independent School District","Hidalgo County","2000 N 23Rd St","Mcallen","TX","78501","(956) 618-6000","23721","1502","133150000","34","5613","PK","12","16","315","22319","86","904","3","78","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4829670","2000 N 23Rd St","Mcallen","TX","78501","Mcallen Independent School District (TX - Hidalgo County)","Item Created"
"001VA000003o0m2YAA","612180","El Rancho Unified School District","Los Angeles County","9333 Loch Lomond Dr.","Pico Rivera","CA","90660","(562) 942-1500","8674","342","52790000","14","6086","K","12","4","70","8472","28","86","2","12","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","612180","9333 Loch Lomond Dr.","Pico Rivera","CA","90660","El Rancho Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0m3YAA","4202040","Abington School District","Montgomery County","970 Highland Ave","Abington","PA","19001","(215) 884-4700","8159","573","72785000","9","8920","K","12","12","392","598","1512","5177","7","461","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4202040","970 Highland Ave","Abington","PA","19001","Abington School District (PA - Montgomery County)","Item Created"
"001VA000003o0m4YAA","4838700","San Angelo Independent School District","Tom Green County","1621 University Ave","San Angelo","TX","76904","(325) 947-3700","15052","913","71041000","27","4719","PK","12","52","183","9012","600","4901","11","293","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4838700","1621 University Ave","San Angelo","TX","76904","San Angelo Independent School District (TX - Tom Green County)","Item Created"
"001VA000003o0m5YAA","1739960","Urbana School District 116","Champaign County","205 N Race St","Urbana","IL","61801","(217) 384-3636","4591","342","34803000","9","7580","PK","12","40","249","641","1701","1534","13","413","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1739960","205 N Race St","Urbana","IL","61801","Urbana School District 116 (IL - Champaign County)","Item Created"
"001VA000003o0m6YAA","1705050","Barrington Community Unit School District 220","Lake County","310 James St","Barrington","IL","60010","(847) 381-6300","8682","620","92713000","13","10678","PK","12","3","1301","1579","119","5363","5","312","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1705050","310 James St","Barrington","IL","60010","Barrington Community Unit School District 220 (IL - Lake County)","Item Created"
"001VA000003o0m7YAA","603840","Banning Unified School District","Riverside County","161 W. Williams St.","Banning","CA","92220","(951) 922-0200","4526","194","23344000","13","5157","K","12","137","242","3070","358","584","5","130","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","603840","161 W. Williams St.","Banning","CA","92220","Banning Unified School District (CA - Riverside County)","Item Created"
"001VA000003o0m8YAA","4817640","Duncanville Independent School District","Dallas County","710 S Cedar Ridge Dr","Duncanville","TX","75137","(972) 708-2000","12866","807","59741000","19","4643","PK","12","56","163","6738","5206","459","6","238","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4817640","710 S Cedar Ridge Dr","Duncanville","TX","75137","Duncanville Independent School District (TX - Dallas County)","Item Created"
"001VA000003o0m9YAA","4837140","Rio Grande City Consolidated Independent School District","Starr County","1 S. Fort Ringgold","Rio Grande City","TX","78582","(956) 716-6750","10460","738","62625000","15","5987","PK","12","1","14","10278","1","162","0","4","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4837140","1 S. Fort Ringgold","Rio Grande City","TX","78582","Rio Grande City Consolidated Independent School District (TX - Starr County)","Item Created"
"001VA000003o0mAYAQ","601710","Adelanto Elementary School District","San Bernardino County","11824 Air Expressway","Adelanto","CA","92301","(760) 246-8691","8707","349","43843000","16","5035","K","12","33","118","5612","1740","672","69","463","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","601710","11824 Air Expressway","Adelanto","CA","92301","Adelanto Elementary School District (CA - San Bernardino County)","Item Created"
"001VA000003o0mBYAQ","4824930","Joshua Independent School District","Johnson County","310 E 18Th St","Joshua","TX","76058","(817) 202-2500","5528","410","25884000","11","4682","PK","12","25","27","1486","76","3773","8","133","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4824930","310 E 18Th St","Joshua","TX","76058","Joshua Independent School District (TX - Johnson County)","Item Created"
"001VA000003o0mCYAQ","639630","Travis Unified School District","Solano County","2751 De Ronde Dr.","Fairfield","CA","94533","(707) 437-4604","5474","222","26427000","10","4827","K","12","33","799","1298","645","1998","56","645","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","639630","2751 De Ronde Dr.","Fairfield","CA","94533","Travis Unified School District (CA - Solano County)","Item Created"
"001VA000003o0mDYAQ","1711370","Community High School District 155","Mchenry County","1 South Virginia Road","Crystal Lake","IL","60014","(815) 455-8500","6113","368","62650000","4","10248","9","12","13","97","739","75","4966","0","223","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1711370","1 South Virginia Road","Crystal Lake","IL","60014","Community High School District 155 (IL - Mchenry County)","Item Created"
"001VA000003o0mEYAQ","805820","Lewis-Palmer School District","El Paso County","146 Jefferson St","Monument","CO","80132","(719) 488-4700","6703","364","33196000","9","4952","PK","12","26","153","685","82","5468","6","283","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","805820","146 Jefferson St","Monument","CO","80132","Lewis-Palmer School District (CO - El Paso County)","Item Created"
"001VA000003o0mFYAQ","4815270","Corpus Christi Independent School District","Nueces County","801 Leopard St","Corpus Christi","TX","78401","(361) 695-7200","38014","2151","185500000","61","4879","PK","12","64","758","30229","1446","5203","39","275","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4815270","801 Leopard St","Corpus Christi","TX","78401","Corpus Christi Independent School District (TX - Nueces County)","Item Created"
"001VA000003o0mGYAQ","4221200","Shaler Area School District","Allegheny County","1800 Mount Royal Blvd","Glenshaw","PA","15116","(412) 492-1200","4307","340","38045000","8","8833","K","12","2","67","67","99","3913","0","159","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4221200","1800 Mount Royal Blvd","Glenshaw","PA","15116","Shaler Area School District (PA - Allegheny County)","Item Created"
"001VA000003o0mHYAQ","4816740","Denton Independent School District","Denton County","1307 N Locust St","Denton","TX","76201","(940) 369-0000","29420","2411","142892000","42","4856","PK","12","191","948","9077","4527","14179","56","442","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4816740","1307 N Locust St","Denton","TX","76201","Denton Independent School District (TX - Denton County)","Item Created"
"001VA000003o0mIYAQ","622710","Los Angeles Unified School District","Los Angeles County","333 S. Beaudry Ave.","Los Angeles","CA","90017","(213) 241-1000","621414","21893","2147483647","1017","3455","K","12","1091","34826","460603","50557","62910","1660","9767","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","622710","333 S. Beaudry Ave.","Los Angeles","CA","90017","Los Angeles Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0mJYAQ","2618480","Holt Public Schools","Ingham County","5780 Holt Rd","Holt","MI","48842","(517) 694-5715","5516","317","34203000","12","6200","PK","12","11","172","761","548","3466","6","552","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2618480","5780 Holt Rd","Holt","MI","48842","Holt Public Schools (MI - Ingham County)","Item Created"
"001VA000003o0mKYAQ","4224390","Upper Dublin School District","Montgomery County","1580 Fort Washington Ave","Maple Glen","PA","19002","(215) 643-8800","4109","306","44059000","6","10722","K","12","3","459","136","269","3071","0","171","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4224390","1580 Fort Washington Ave","Maple Glen","PA","19002","Upper Dublin School District (PA - Montgomery County)","Item Created"
"001VA000003o0mLYAQ","623340","Madera Unified School District","Madera County","1902 Howard Rd.","Madera","CA","93637","(559) 675-4500","20956","926","98560000","29","4703","K","12","94","290","18770","329","1279","11","183","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","623340","1902 Howard Rd.","Madera","CA","93637","Madera Unified School District (CA - Madera County)","Item Created"
"001VA000003o0mMYAQ","4816410","Dayton Independent School District","Liberty County","100 Cherry Creek Rd","Dayton","TX","77535","(936) 258-2667","5388","359","23366000","9","4336","PK","12","57","28","2267","403","2542","3","88","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4816410","100 Cherry Creek Rd","Dayton","TX","77535","Dayton Independent School District (TX - Liberty County)","Item Created"
"001VA000003o0mNYAQ","4830600","Midlothian Independent School District","Ellis County","100 Walter Stephenson Rd","Midlothian","TX","76065","(972) 775-8296","8872","624","34140000","11","3848","PK","12","30","111","1927","539","5896","3","366","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4830600","100 Walter Stephenson Rd","Midlothian","TX","76065","Midlothian Independent School District (TX - Ellis County)","Item Created"
"001VA000003o0mOYAQ","4210870","Great Valley School District","Chester County","47 Church Rd","Malvern","PA","19355","(610) 889-2100","4176","323","38982000","6","9334","K","12","1","758","390","105","2779","2","141","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4210870","47 Church Rd","Malvern","PA","19355","Great Valley School District (PA - Chester County)","Item Created"
"001VA000003o0mPYAQ","2636570","Wyoming Public Schools","Kent County","3575 Gladiola Ave Sw","Wyoming","MI","49519","(616) 530-7555","4215","226","27584000","9","6544","PK","12","14","102","1849","573","1379","1","297","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2636570","3575 Gladiola Ave Sw","Wyoming","MI","49519","Wyoming Public Schools (MI - Kent County)","Item Created"
"001VA000003o0mQYAQ","691024","Orange County Department Of Education","Orange County","200 Kalmus Dr.","Costa Mesa","CA","92628","(714) 966-4000","6539","172","68586000","7","10488","K","12","27","369","4123","168","1512","32","308","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","691024","200 Kalmus Dr.","Costa Mesa","CA","92628","Orange County Department Of Education (CA - Orange County)","Item Created"
